date,time,gameID,releasetime,nGuided,nFree,hb,feederID_1,feederID_2,fd_1,fd_2,fd_3,fd_4,fd_5,fd_6,fd_7,fd_8,fd_9,fd_10,fd_11,fd_12,fd_side_1,fd_side_2,fd_side_3,fd_side_4,fd_side_5,fd_side_6,fd_side_7,fd_side_8,fd_side_9,fd_side_10,fd_side_11,fd_side_12,r_side_1,r_side_2,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,version,FileNumber,rat
20200418,162945,17,90,3,6,1,4,6,4,4,4,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,3,3,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,1,90,3,6,1,4,6,6,6,6,4,4,6,6,6,6,NaN,NaN,NaN,2,2,2,1,1,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,1,1,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,2,90,3,6,5,8,2,8,8,8,2,8,8,8,8,8,NaN,NaN,NaN,1,1,1,2,1,1,1,1,1,NaN,NaN,NaN,5,3,5,5,5,3,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,3,90,3,6,1,4,6,6,6,6,4,6,4,4,6,4,NaN,NaN,NaN,2,2,2,1,2,1,1,2,1,NaN,NaN,NaN,0,1,1,1,1,0,1,0,0,1,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,4,90,3,6,5,8,2,2,2,2,8,2,8,2,8,2,NaN,NaN,NaN,2,2,2,1,2,1,2,1,2,NaN,NaN,NaN,0,1,1,1,1,0,1,0,1,0,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,5,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,6,90,3,6,5,8,2,8,8,8,2,2,2,2,2,8,NaN,NaN,NaN,1,1,1,2,2,2,2,2,1,NaN,NaN,NaN,0,1,0,0,0,1,1,1,1,1,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,7,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,5,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,8,90,3,6,5,8,2,8,8,8,2,2,2,8,8,2,NaN,NaN,NaN,1,1,1,2,2,2,1,1,2,NaN,NaN,NaN,5,1,5,5,5,1,1,1,5,5,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,9,90,3,6,1,4,6,4,4,4,4,6,4,6,4,6,NaN,NaN,NaN,1,1,1,1,2,1,2,1,2,NaN,NaN,NaN,1,3,1,1,1,1,3,1,3,1,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,10,90,3,6,5,8,2,8,8,8,2,8,2,8,2,2,NaN,NaN,NaN,1,1,1,2,1,2,1,2,2,NaN,NaN,NaN,1,0,1,1,1,0,1,0,1,0,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,184001,11,90,3,6,1,4,6,4,4,4,6,6,4,6,6,NaN,NaN,NaN,NaN,1,1,1,2,2,1,2,2,NaN,NaN,NaN,NaN,0,1,0,0,0,1,1,0,1,1,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,1,90,3,6,1,4,6,4,4,4,6,6,4,4,6,4,NaN,NaN,NaN,1,1,1,2,2,1,1,2,1,NaN,NaN,NaN,1,0,1,1,1,0,0,1,1,0,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,2,90,3,6,5,8,2,2,2,2,8,2,8,2,8,8,NaN,NaN,NaN,2,2,2,1,2,1,2,1,1,NaN,NaN,NaN,1,0,0,0,0,1,0,1,0,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,3,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,4,90,3,6,5,8,2,2,2,2,8,2,2,2,2,2,NaN,NaN,NaN,2,2,2,1,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,1,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,5,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,1,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,6,90,3,6,5,8,2,2,2,2,2,2,2,2,8,2,NaN,NaN,NaN,2,2,2,2,2,2,2,1,2,NaN,NaN,NaN,5,3,3,3,3,3,3,3,3,5,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,7,90,3,6,1,4,6,4,4,4,6,6,4,6,6,6,NaN,NaN,NaN,1,1,1,2,2,1,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,1,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,8,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200418,203557,9,90,3,6,1,4,6,4,4,4,4,4,4,4,4,6,NaN,NaN,NaN,1,1,1,1,1,1,1,1,2,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,1,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,0,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,2,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,1,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,3,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,1,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,4,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,1,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,5,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,6,90,3,6,5,8,2,2,2,2,8,8,8,2,2,2,NaN,NaN,NaN,2,2,2,1,1,1,2,2,2,NaN,NaN,NaN,0,1,1,1,1,0,0,0,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,7,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,8,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,9,90,3,6,1,4,6,4,4,4,6,6,4,6,6,6,NaN,NaN,NaN,1,1,1,2,2,1,2,2,2,NaN,NaN,NaN,0,1,0,0,0,1,1,0,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,10,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,0,0,0,0,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,11,90,3,6,1,4,6,6,6,6,4,4,4,4,4,6,NaN,NaN,NaN,2,2,2,1,1,1,1,1,2,NaN,NaN,NaN,3,0,0,0,0,3,3,3,3,3,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,12,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,13,90,3,6,1,4,6,6,6,6,4,6,4,6,6,6,NaN,NaN,NaN,2,2,2,1,2,1,2,2,2,NaN,NaN,NaN,0,1,1,1,1,0,1,0,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,14,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,15,90,3,6,1,4,6,6,6,6,6,6,4,6,6,6,NaN,NaN,NaN,2,2,2,2,2,1,2,2,2,NaN,NaN,NaN,0,3,3,3,3,3,3,0,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,16,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,17,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,3,0,0,0,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,18,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,19,90,3,6,1,4,6,4,4,4,6,6,4,4,6,6,NaN,NaN,NaN,1,1,1,2,2,1,1,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,1,1,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,20,90,3,6,5,8,2,2,2,2,2,2,2,8,8,8,NaN,NaN,NaN,2,2,2,2,2,2,1,1,1,NaN,NaN,NaN,3,1,1,1,1,1,1,1,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,155823,21,90,3,6,1,4,6,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,1,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,0,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,2,90,3,6,1,4,6,4,4,4,6,6,4,6,6,6,NaN,NaN,NaN,1,1,1,2,2,1,2,2,2,NaN,NaN,NaN,0,1,0,0,0,1,1,0,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,3,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,3,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,4,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,3,3,3,3,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,5,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,0,1,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,6,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,5,3,3,3,3,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,181432,7,90,3,6,5,8,2,8,8,8,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5,0,0,0,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,1,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,2,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,3,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,3,90,3,6,1,4,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,3,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,4,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,1,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,5,90,3,6,1,4,6,6,6,6,4,6,6,4,4,4,NaN,NaN,NaN,2,2,2,1,2,2,1,1,1,NaN,NaN,NaN,3,0,0,0,0,3,0,0,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,6,90,3,6,5,8,2,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,0,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,7,90,3,6,1,4,6,4,4,4,6,6,6,6,6,6,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,8,90,3,6,5,8,2,2,2,2,8,8,8,8,8,8,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,1,1,1,1,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,9,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,3,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,200343,10,90,3,6,5,8,2,2,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,1,90,3,6,5,8,2,8,8,8,2,8,2,2,2,2,NaN,NaN,NaN,1,1,1,2,1,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,1,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,2,90,3,6,1,4,6,6,6,6,4,6,6,6,6,6,NaN,NaN,NaN,2,2,2,1,2,2,2,2,2,NaN,NaN,NaN,1,5,5,5,5,1,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,3,90,3,6,5,8,2,2,2,2,2,2,8,2,2,2,NaN,NaN,NaN,2,2,2,2,2,1,2,2,2,NaN,NaN,NaN,5,3,3,3,3,3,3,5,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,4,90,3,6,1,4,6,6,6,6,4,4,4,4,4,4,NaN,NaN,NaN,2,2,2,1,1,1,1,1,1,NaN,NaN,NaN,3,0,0,0,0,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,5,90,3,6,5,8,2,2,2,2,8,8,2,2,8,8,NaN,NaN,NaN,2,2,2,1,1,2,2,1,1,NaN,NaN,NaN,0,1,1,1,1,0,0,1,1,0,0,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,6,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,3,5,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,7,90,3,6,5,8,2,8,8,8,2,2,2,2,2,2,NaN,NaN,NaN,1,1,1,2,2,2,2,2,2,NaN,NaN,NaN,1,5,1,1,1,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,8,90,3,6,1,4,6,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,5,0,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,9,90,3,6,5,8,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,1,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,0135_h6,1,Hachi
20200419,221428,10,90,3,6,1,4,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h6,1,Hachi
20200404,223645,1,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,0,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,2,90,3,1,1,4,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,3,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,3,3,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,4,90,3,1,1,4,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,5,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,6,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,0,0,0,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,7,90,3,1,5,8,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,3,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,8,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,3,3,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,9,90,3,1,5,8,2,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,10,90,3,1,1,4,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,11,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,12,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,1,1,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,13,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,14,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,15,90,3,1,5,8,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,16,90,3,1,1,4,6,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,0,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,17,90,3,1,5,8,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,18,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,5,5,5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,19,90,3,1,5,8,2,8,8,8,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,20,90,3,1,1,4,6,4,4,4,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,0,0,0,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,21,90,3,1,5,8,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,5,1,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,22,90,3,1,1,4,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,23,90,3,1,5,8,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,0,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,24,90,3,1,1,4,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,25,90,3,1,5,8,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,26,90,3,1,1,4,6,4,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,27,90,3,1,5,8,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,28,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,5,5,5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,29,90,3,1,5,8,2,8,8,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,1,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
20200404,223645,30,90,3,1,1,4,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,1,1,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0135_h1,1,Hachi
