n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,2,8,8,8,8,1,3,1,1,3,1,3,3,3,3,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,6,6,6,4,1,1,1,3,3,3,1,1,1,3,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,8,8,2,8,8,8,2,8,8,1,1,1,3,1,1,1,3,1,1,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,4,4,4,6,3,1,3,1,1,3,1,1,1,3,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,8,8,8,8,8,1,3,3,1,1,1,1,1,1,1,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,4,4,6,4,4,1,3,3,1,3,3,3,1,3,3,100,100,Game1,20201106,120852,0,110620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110620  ,164,20201106,120852,06-Nov-2020 12:08:52,ee_alterhb,1
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,4,6,4,4,1,1,1,3,3,3,3,1,3,3,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,8,8,2,8,8,8,8,8,8,3,3,3,1,3,3,3,3,3,3,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,6,6,6,6,4,4,6,6,4,1,3,3,3,3,1,1,3,3,1,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,2,2,8,8,8,3,1,3,3,1,3,3,1,1,1,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,6,6,4,4,4,4,4,4,1,1,3,3,1,1,1,1,1,1,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,2,8,8,8,8,8,8,8,1,3,1,3,3,3,3,3,3,3,100,100,Game1,20201107,95847,0,110720,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110720  ,129,20201107,95847,07-Nov-2020 09:58:47,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,6,4,6,1,1,1,1,1,1,1,3,1,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,8,2,8,8,8,3,3,1,3,1,3,1,3,3,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,6,1,1,1,1,1,1,1,1,1,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,8,2,8,2,8,2,8,8,1,1,3,1,3,1,3,1,3,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,6,6,4,4,6,3,3,3,1,1,3,3,1,1,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,8,2,8,8,2,3,1,3,1,3,3,1,3,3,1,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,6,6,4,4,6,6,4,6,6,1,3,3,1,1,3,3,1,3,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,8,8,8,2,8,1,3,1,1,3,3,3,3,1,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,6,6,4,6,6,6,6,6,3,3,3,3,1,3,3,3,3,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,8,8,8,8,8,2,8,8,1,3,3,3,3,3,3,1,3,3,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,6,4,4,6,6,4,6,6,6,3,1,3,3,1,1,3,1,1,1,100,100,Game1,20201109,115342,0,110920,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/110920  ,234,20201109,115342,09-Nov-2020 11:53:42,ee_alterhb,1
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,6,4,6,4,6,6,4,6,6,1,1,3,1,3,1,1,3,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,8,8,2,2,2,3,1,3,1,3,3,3,1,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,6,6,6,6,4,4,4,6,3,3,3,3,3,3,1,1,1,3,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,8,8,8,8,2,8,1,3,1,1,1,1,1,1,3,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,4,4,4,6,6,6,6,6,6,1,3,3,3,1,1,1,1,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,8,8,2,8,8,1,3,1,1,3,1,1,3,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,3,3,1,1,1,1,1,1,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,8,2,8,8,8,8,8,8,8,1,1,3,1,1,1,1,1,1,1,100,100,Game1,20201110,115207,0,111020,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111020  ,171,20201110,115207,10-Nov-2020 11:52:07,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,6,4,6,6,6,6,6,6,6,3,3,1,3,3,3,3,3,3,3,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,8,2,2,8,8,1,1,3,3,3,3,1,1,3,3,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,6,6,6,6,1,1,1,1,3,3,3,3,3,3,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,2,8,2,2,8,2,8,2,1,1,1,3,1,1,3,1,3,1,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,6,4,4,6,6,6,6,6,6,1,3,1,1,3,3,3,3,3,3,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,2,8,8,8,2,8,2,8,2,8,3,1,1,1,3,1,3,1,3,1,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,4,6,6,6,6,1,3,3,1,3,3,1,1,1,1,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,8,2,2,8,8,1,1,1,1,1,3,1,1,3,3,100,100,Game1,20201111,115410,0,111120,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111120  ,171,20201111,115410,11-Nov-2020 11:54:10,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,6,4,6,6,6,6,6,6,6,6,3,1,3,3,3,3,3,3,3,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,8,2,8,8,8,2,2,2,2,1,1,3,1,1,1,3,3,3,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,6,6,4,6,4,4,4,6,4,3,1,1,3,1,3,3,3,1,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,8,8,2,8,8,2,2,2,8,3,3,3,1,3,3,1,1,1,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,6,4,4,6,4,6,4,4,1,1,3,1,1,3,1,3,1,1,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,8,8,2,2,2,8,2,2,8,3,3,3,1,1,1,3,1,1,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,6,6,6,4,1,1,1,1,3,3,3,3,3,1,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,8,8,8,2,8,8,2,8,8,3,3,3,3,1,3,3,1,3,3,100,100,Game1,20201112,112513,0,111220,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111220  ,171,20201112,112513,12-Nov-2020 11:25:13,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,6,6,6,6,6,6,3,1,3,1,1,1,1,1,1,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,8,8,8,2,8,1,3,3,1,1,1,1,1,3,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,6,6,6,6,4,1,1,1,3,3,1,1,1,1,3,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,2,8,8,8,2,8,3,3,1,1,3,1,1,1,3,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,4,6,6,6,6,4,6,1,1,1,1,3,3,3,3,1,3,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,2,8,2,8,2,3,1,1,3,3,1,3,1,3,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,4,6,4,6,6,6,6,6,1,1,1,3,1,3,3,3,3,3,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,8,8,2,8,2,1,3,3,1,3,3,3,1,3,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,6,4,4,6,6,6,6,4,6,3,1,3,3,1,1,1,1,3,1,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,2,8,1,3,1,1,1,1,0,0,0,0,0,0,2,2,2,8,2,8,2,8,2,8,1,1,1,3,1,3,1,3,1,3,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,2
4,6,4,6,1,3,1,1,1,1,0,0,0,0,0,0,4,4,6,6,4,6,4,6,6,6,1,1,3,3,1,3,1,3,3,3,100,100,Game1,20201113,121742,0,111320,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111320  ,253,20201113,121742,13-Nov-2020 12:17:42,ee_alterhb,1
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,4,6,6,6,4,6,6,4,6,6,3,1,1,1,3,1,1,3,1,1,100,100,Game1,20201116,94636,0,111620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111620  ,194,20201116,94636,16-Nov-2020 09:46:36,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,8,2,2,2,8,8,8,8,8,2,1,3,3,3,1,1,1,1,1,3,100,100,Game1,20201116,94636,0,111620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111620  ,194,20201116,94636,16-Nov-2020 09:46:36,ee_alterhb,2
4,6,4,6,3,1,1,1,1,1,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,100,100,Game1,20201116,94636,0,111620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111620  ,194,20201116,94636,16-Nov-2020 09:46:36,ee_alterhb,1
4,6,2,8,3,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,2,2,2,2,2,8,3,3,1,1,3,3,3,3,3,1,100,100,Game1,20201116,94636,0,111620,Bobo  ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Bobo/RawData/111620  ,194,20201116,94636,16-Nov-2020 09:46:36,ee_alterhb,2
