n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,is_guided_11,is_guided_12,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,4,4,4,4,7,1,7,1,7,1,1,1,7,7,7,7,130,130,Game1,20200129,143748,0,12920,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/012920 ,126,20200129,143748,29-Jan-2020 14:37:48,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,8,8,8,2,8,2,7,1,7,1,7,1,1,1,1,7,1,7,130,130,Game1,20200129,143748,0,12920,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/012920 ,126,20200129,143748,29-Jan-2020 14:37:48,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,6,6,6,6,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200129,143748,0,12920,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/012920 ,126,20200129,143748,29-Jan-2020 14:37:48,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,8,8,8,8,8,8,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200129,143748,0,12920,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/012920 ,126,20200129,143748,29-Jan-2020 14:37:48,ee_alterhb,2
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,2,8,8,2,2,2,7,1,7,1,7,1,7,1,1,7,7,7,130,130,Game1,20200130,132821,0,13020,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/013020 ,132,20200130,132821,30-Jan-2020 13:28:21,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200130,132821,0,13020,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/013020 ,132,20200130,132821,30-Jan-2020 13:28:21,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,8,8,8,8,8,8,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200130,132821,0,13020,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/013020 ,132,20200130,132821,30-Jan-2020 13:28:21,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,4,4,4,4,1,7,1,7,1,7,1,1,7,7,7,7,130,130,Game1,20200130,132821,0,13020,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/013020 ,132,20200130,132821,30-Jan-2020 13:28:21,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,2,2,2,8,8,2,1,7,1,7,1,7,7,7,7,1,1,7,130,130,Game1,20200130,132821,0,13020,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/013020 ,132,20200130,132821,30-Jan-2020 13:28:21,ee_alterhb,2
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,2,2,8,2,8,2,7,1,7,1,7,1,7,7,1,7,1,7,130,130,Game1,20200201,135528,0,20120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020120 ,134,20200201,135528,01-Feb-2020 13:55:28,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200201,135528,0,20120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020120 ,134,20200201,135528,01-Feb-2020 13:55:28,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,2,2,8,8,8,8,7,1,7,1,7,1,1,1,7,7,7,7,130,130,Game1,20200201,135528,0,20120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020120 ,134,20200201,135528,01-Feb-2020 13:55:28,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,4,4,4,4,4,4,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200201,135528,0,20120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020120 ,134,20200201,135528,01-Feb-2020 13:55:28,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,8,8,8,2,2,2,1,7,1,7,1,7,1,1,1,7,7,7,130,130,Game1,20200201,135528,0,20120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020120 ,134,20200201,135528,01-Feb-2020 13:55:28,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200205,140417,0,20520,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020520 ,135,20200205,140417,05-Feb-2020 14:04:17,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,2,2,2,2,2,2,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200205,140417,0,20520,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020520 ,135,20200205,140417,05-Feb-2020 14:04:17,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,4,4,4,4,4,4,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200205,140417,0,20520,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020520 ,135,20200205,140417,05-Feb-2020 14:04:17,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,8,8,8,8,8,8,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200205,140417,0,20520,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020520 ,135,20200205,140417,05-Feb-2020 14:04:17,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,4,4,4,6,6,6,1,7,1,7,1,7,1,1,1,7,7,7,130,130,Game1,20200205,140417,0,20520,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020520 ,135,20200205,140417,05-Feb-2020 14:04:17,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,8,8,8,8,8,8,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200206,125636,0,20620,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020620 ,138,20200206,125636,06-Feb-2020 12:56:36,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,4,4,4,4,4,4,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200206,125636,0,20620,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020620 ,138,20200206,125636,06-Feb-2020 12:56:36,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,2,2,2,2,2,2,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200206,125636,0,20620,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020620 ,138,20200206,125636,06-Feb-2020 12:56:36,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,4,4,4,6,6,6,7,1,7,1,7,1,1,1,1,7,7,7,130,130,Game1,20200206,125636,0,20620,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020620 ,138,20200206,125636,06-Feb-2020 12:56:36,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,2,8,8,8,8,8,7,1,7,1,7,1,1,7,7,7,7,7,130,130,Game1,20200206,125636,0,20620,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020620 ,138,20200206,125636,06-Feb-2020 12:56:36,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200207,145729,0,20720,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020720 ,147,20200207,145729,07-Feb-2020 14:57:29,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,8,2,2,2,2,2,1,7,1,7,1,7,1,7,7,7,7,7,130,130,Game1,20200207,145729,0,20720,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020720 ,147,20200207,145729,07-Feb-2020 14:57:29,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,4,4,4,4,7,1,7,1,7,1,1,1,7,7,7,7,130,130,Game1,20200207,145729,0,20720,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020720 ,147,20200207,145729,07-Feb-2020 14:57:29,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,2,2,2,8,8,8,7,1,7,1,7,1,1,1,1,7,7,7,130,130,Game1,20200207,145729,0,20720,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020720 ,147,20200207,145729,07-Feb-2020 14:57:29,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200207,145729,0,20720,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020720 ,147,20200207,145729,07-Feb-2020 14:57:29,ee_alterhb,1
6,6,2,8,1,7,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,8,8,8,8,8,8,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200208,130432,0,20820,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020820 ,118,20200208,130432,08-Feb-2020 13:04:32,ee_alterhb,2
6,6,4,6,7,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,4,4,4,4,4,4,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200208,130432,0,20820,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020820 ,118,20200208,130432,08-Feb-2020 13:04:32,ee_alterhb,1
6,6,2,8,7,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,8,8,2,8,2,8,7,1,7,1,7,1,1,1,7,1,7,1,130,130,Game1,20200208,130432,0,20820,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020820 ,118,20200208,130432,08-Feb-2020 13:04:32,ee_alterhb,2
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,6,6,6,6,1,7,1,7,1,7,7,7,7,7,7,7,130,130,Game1,20200208,130432,0,20820,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/020820 ,118,20200208,130432,08-Feb-2020 13:04:32,ee_alterhb,1
6,6,4,6,1,7,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,7,1,7,1,7,1,7,7,7,7,7,7,130,130,Game1,20200211,133445,0,21120,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/021120 ,123,20200211,133445,11-Feb-2020 13:34:45,ee_alterhb,1
