n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,is_guided_11,is_guided_12,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
6,6,2,8,1,5,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,2,8,2,8,8,8,8,2,2,5,5,1,1,5,1,5,5,5,5,1,1,130,130,Game1,20200303,135344,0,30320,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/030320 ,178,20200303,135344,03-Mar-2020 13:53:44,ee_alterhb,2
6,6,4,6,5,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,4,4,4,4,4,4,1,5,1,5,5,1,5,5,5,5,5,5,130,130,Game1,20200303,135344,0,30320,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/030320 ,178,20200303,135344,03-Mar-2020 13:53:44,ee_alterhb,1
6,6,2,8,5,0,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,2,2,8,2,2,2,2,2,2,0,0,5,5,5,0,5,5,5,5,5,5,130,130,Game1,20200303,135344,0,30320,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/030320 ,178,20200303,135344,03-Mar-2020 13:53:44,ee_alterhb,2
6,6,4,6,5,0,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,4,4,4,4,4,4,0,5,0,5,5,0,5,5,5,5,5,5,130,130,Game1,20200303,135344,0,30320,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/030320 ,178,20200303,135344,03-Mar-2020 13:53:44,ee_alterhb,1
6,6,2,8,1,5,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,8,2,2,8,8,8,8,8,8,1,5,5,5,1,1,5,5,5,5,5,5,130,130,Game1,20200303,135344,0,30320,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/030320 ,178,20200303,135344,03-Mar-2020 13:53:44,ee_alterhb,2
6,6,4,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,6,4,4,6,4,6,4,4,4,2,4,2,2,4,4,2,4,2,4,4,4,90,90,Game1,20191104,173901,0,110419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110419 ,117,20191104,173901,04-Nov-2019 17:39:01,ee_alterhb,1
6,6,2,8,1,4,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,2,8,2,8,8,8,8,8,8,4,4,1,1,4,1,4,4,4,4,4,4,90,90,Game1,20191104,173901,0,110419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110419 ,117,20191104,173901,04-Nov-2019 17:39:01,ee_alterhb,2
6,6,4,6,2,1,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,4,6,6,6,4,6,4,2,2,1,1,1,2,1,1,1,2,1,2,90,90,Game1,20191104,173901,0,110419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110419 ,117,20191104,173901,04-Nov-2019 17:39:01,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,8,2,2,8,8,2,2,2,4,1,4,1,1,4,4,1,1,4,4,4,90,90,Game1,20191104,173901,0,110419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110419 ,117,20191104,173901,04-Nov-2019 17:39:01,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,6,6,6,6,6,6,6,6,6,1,1,1,3,3,3,3,3,3,3,3,3,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,1
6,6,2,8,2,3,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,2,2,8,8,2,8,2,3,2,3,3,2,2,2,3,3,2,3,2,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,2
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,6,4,4,6,6,4,6,6,4,4,2,4,4,2,2,4,4,2,4,4,2,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,2
6,6,4,6,4,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,6,6,6,6,6,6,1,4,1,4,4,1,1,1,1,1,1,1,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,1
6,6,2,8,4,3,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,8,2,8,2,2,2,2,2,2,4,3,4,3,4,3,4,4,4,4,4,4,90,90,Game1,20191105,153403,0,110519,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110519 ,162,20191105,153403,05-Nov-2019 15:34:03,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,4,4,4,4,4,6,3,1,3,1,3,1,1,1,1,1,1,3,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,8,2,2,2,8,8,8,8,8,8,1,1,1,4,4,4,1,1,1,1,1,1,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,2
6,6,4,6,4,3,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,4,4,6,6,6,6,6,4,4,3,3,3,4,4,3,3,3,3,3,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,1
6,6,2,8,1,4,1,1,1,1,1,1,0,0,0,0,0,0,8,2,2,2,8,8,8,2,8,8,8,8,4,1,1,1,4,4,4,1,4,4,4,4,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,2
6,6,4,6,3,2,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,4,6,6,4,6,6,6,6,3,3,2,2,3,2,2,3,2,2,2,2,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,2,8,8,8,8,2,8,1,2,2,1,2,1,2,2,2,2,1,2,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,4,6,6,4,6,6,6,6,6,1,3,1,1,3,3,1,3,3,3,3,3,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,2,8,8,8,8,2,2,1,2,2,1,2,1,2,2,2,2,1,1,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,2
6,6,4,6,3,4,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,6,6,6,6,6,6,6,6,6,3,3,3,4,4,4,4,4,4,4,4,4,90,90,Game1,20191107,181626,0,110719,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110719 ,217,20191107,181626,07-Nov-2019 18:16:26,ee_alterhb,1
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,6,6,6,6,6,6,4,4,4,2,2,2,4,4,4,4,4,4,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,1
6,6,2,8,1,3,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,2,2,8,8,2,8,8,8,8,1,3,3,1,1,3,3,1,3,3,3,3,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,2
6,6,4,6,1,2,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,6,4,6,6,6,6,6,6,1,2,1,2,2,1,2,2,2,2,2,2,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,1
6,6,2,8,1,4,1,1,1,1,1,1,0,0,0,0,0,0,8,2,2,2,8,8,8,8,8,2,8,8,4,1,1,1,4,4,4,4,4,1,4,4,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,2
6,6,4,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,6,6,6,6,6,6,2,2,2,4,4,4,2,2,2,2,2,2,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,1
6,6,2,8,3,2,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,2,8,2,2,8,8,2,8,2,3,2,3,3,2,3,3,2,2,3,2,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,6,4,6,6,6,6,6,6,1,3,1,3,3,1,3,3,3,3,3,3,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,1
6,6,2,8,2,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,2,2,8,2,8,2,2,2,8,1,1,2,2,2,1,2,1,2,2,2,1,90,90,Game1,20191108,165402,0,110819,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/110819 ,194,20191108,165402,08-Nov-2019 16:54:02,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,6,4,6,6,6,6,6,6,3,1,3,1,3,1,3,3,3,3,3,3,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,8,2,2,2,2,8,2,2,1,4,1,4,1,4,4,4,4,1,4,4,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,2
6,6,4,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,6,6,4,4,6,6,6,6,6,6,3,1,1,1,3,3,1,1,1,1,1,1,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,1
6,6,2,8,2,3,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,2,2,8,2,8,2,8,3,2,3,3,2,2,2,3,2,3,2,3,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,2
6,6,4,6,1,2,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,6,6,6,6,6,6,2,2,2,1,1,1,2,2,2,2,2,2,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,1
6,6,2,8,2,4,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,2,2,8,8,8,8,8,8,8,2,4,4,2,2,4,4,4,4,4,4,4,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,2
6,6,4,6,4,3,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,4,6,6,6,6,6,6,4,4,3,3,3,4,3,3,3,3,3,3,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,2,8,8,8,8,8,8,1,4,4,1,1,4,1,1,1,1,1,1,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,2
6,6,4,6,1,2,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,6,6,4,6,6,6,6,6,6,1,1,2,2,2,1,2,2,2,2,2,2,90,90,Game1,20191111,155313,0,111119,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111119 ,221,20191111,155313,11-Nov-2019 15:53:13,ee_alterhb,1
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,4,6,6,6,6,6,6,6,6,2,2,4,2,4,4,4,4,4,4,4,4,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,2,8,1,3,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,8,2,2,2,8,8,2,8,8,3,1,3,3,1,1,1,3,3,1,3,3,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,2
6,6,4,6,4,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,6,4,6,6,4,1,4,1,4,1,1,1,1,4,1,1,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,8,8,8,2,2,2,8,8,8,8,8,8,2,2,2,1,1,1,2,2,2,2,2,2,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,6,6,6,6,6,6,6,3,1,1,3,1,3,3,3,3,3,3,3,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,2,8,2,8,8,8,8,4,4,1,1,1,4,1,4,1,1,1,1,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,2
6,6,4,6,2,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,6,4,6,4,6,6,6,6,6,6,2,1,1,2,1,2,1,1,1,1,1,1,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,2,8,3,4,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,2,2,8,8,8,8,8,2,8,4,4,3,3,3,4,4,4,4,4,3,4,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,2
6,6,4,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,4,6,4,6,4,6,6,6,6,6,6,6,4,2,4,2,4,2,2,2,2,2,2,2,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,2,8,2,3,1,1,1,1,1,1,0,0,0,0,0,0,8,2,2,8,8,2,8,8,8,8,8,8,3,2,2,3,3,2,3,3,3,3,3,3,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,2
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,4,6,6,4,6,4,6,6,6,2,2,4,2,4,4,2,4,2,4,4,4,90,90,Game1,20191112,153129,0,111219,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111219 ,277,20191112,153129,12-Nov-2019 15:31:29,ee_alterhb,1
6,6,4,6,2,3,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,4,4,4,6,6,4,6,6,4,3,3,3,2,2,2,3,3,2,3,3,2,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,8,2,8,2,2,2,2,2,2,2,4,1,1,4,1,4,4,4,4,4,4,4,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,2
6,6,4,6,1,2,1,1,1,1,1,1,0,0,0,0,0,0,4,4,4,6,6,6,6,4,6,4,6,6,1,1,1,2,2,2,2,1,2,1,2,2,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,8,2,8,2,2,8,8,2,2,2,8,8,2,1,2,1,1,2,2,1,1,1,2,2,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,2
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,6,6,4,4,6,4,6,6,6,6,4,4,4,4,2,2,4,2,4,4,4,4,2,2,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,1
6,6,2,8,1,3,1,1,1,1,1,1,0,0,0,0,0,0,8,2,2,2,8,8,8,2,8,8,8,2,3,1,1,1,3,3,3,1,3,3,3,1,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,2
6,6,4,6,3,4,1,1,1,1,1,1,0,0,0,0,0,0,4,6,6,6,4,4,6,6,6,6,6,6,3,4,4,4,3,3,4,4,4,4,4,4,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,8,8,2,8,2,2,2,2,8,8,8,2,1,1,4,1,4,4,4,4,1,1,1,4,90,90,Game1,20191113,160938,0,111319,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111319 ,212,20191113,160938,13-Nov-2019 16:09:38,ee_alterhb,2
6,6,4,6,2,1,1,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,6,6,6,6,6,6,6,1,2,2,1,2,1,1,1,1,1,1,1,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,1
6,6,2,8,2,3,1,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,2,8,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,2
6,6,4,6,1,3,1,1,1,1,1,1,0,0,0,0,0,0,6,4,6,4,4,6,6,6,6,6,6,6,3,1,3,1,1,3,3,3,3,3,3,3,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,1
6,6,2,8,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,8,8,8,2,2,8,8,2,8,1,1,1,2,2,2,1,1,2,2,1,2,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,2
6,6,4,6,3,1,1,1,1,1,1,1,0,0,0,0,0,0,6,6,4,6,4,4,6,6,6,6,6,6,1,1,3,1,3,3,1,1,1,1,1,1,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,8,2,2,8,8,2,2,8,2,2,8,4,1,4,4,1,1,4,4,1,4,4,1,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,2
6,6,4,6,3,4,1,1,1,1,1,1,0,0,0,0,0,0,4,4,6,4,6,6,6,6,6,6,6,6,3,3,4,3,4,4,4,4,4,4,4,4,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,1
6,6,2,8,4,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,8,8,8,2,8,8,8,8,2,2,4,4,1,1,1,4,1,1,1,1,4,4,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,2
6,6,4,6,2,4,1,1,1,1,1,1,0,0,0,0,0,0,6,4,4,6,4,6,6,6,6,6,6,6,4,2,2,4,2,4,4,4,4,4,4,4,90,90,Game1,20191114,114619,0,111419,Hachi ,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Hachi/RawData/111419 ,230,20191114,114619,14-Nov-2019 11:46:19,ee_alterhb,1
