n_guided,n_free,feeders_1,feeders_2,drop_1,drop_2,is_guided_1,is_guided_2,is_guided_3,is_guided_4,is_guided_5,is_guided_6,is_guided_7,is_guided_8,is_guided_9,is_guided_10,is_guided_11,is_guided_12,is_guided_13,is_guided_14,is_guided_15,is_guided_16,is_guided_17,is_guided_18,is_guided_19,is_guided_20,is_guided_21,is_guided_22,is_guided_23,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,r_1,r_2,r_3,r_4,r_5,r_6,r_7,r_8,r_9,r_10,r_11,r_12,r_13,r_14,r_15,r_16,r_17,r_18,r_19,r_20,r_21,r_22,r_23,releasetime_1,releasetime_2,filename,date,time,delaytime,folderdate,rat,foldername,n_games,str_date,str_time,datetime,version,homebase15
3,15,4,6,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,5,5,5,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201008,94358,0,100820,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100820,196,20201008,94358,08-Oct-2020 09:43:58,ee_alterhb,1
3,15,2,8,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,8,NaN,NaN,NaN,NaN,NaN,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201008,94358,0,100820,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100820,196,20201008,94358,08-Oct-2020 09:43:58,ee_alterhb,2
3,15,4,6,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201008,94358,0,100820,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100820,196,20201008,94358,08-Oct-2020 09:43:58,ee_alterhb,1
3,15,4,6,4,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201009,120414,0,100920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100920,188,20201009,120414,09-Oct-2020 12:04:14,ee_alterhb,1
3,15,2,8,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201009,120414,0,100920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100920,188,20201009,120414,09-Oct-2020 12:04:14,ee_alterhb,2
3,15,4,6,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201009,120414,0,100920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100920,188,20201009,120414,09-Oct-2020 12:04:14,ee_alterhb,1
3,15,2,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,8,8,2,8,2,8,2,2,8,2,2,8,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201009,120414,0,100920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100920,188,20201009,120414,09-Oct-2020 12:04:14,ee_alterhb,2
3,15,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201009,120414,0,100920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/100920,188,20201009,120414,09-Oct-2020 12:04:14,ee_alterhb,1
3,15,4,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,4,6,6,4,6,6,6,6,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,1,1,1,4,1,1,4,1,1,1,1,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201012,120813,0,101220,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101220,208,20201012,120813,12-Oct-2020 12:08:13,ee_alterhb,1
3,15,2,8,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201012,120813,0,101220,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101220,208,20201012,120813,12-Oct-2020 12:08:13,ee_alterhb,2
3,15,4,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201012,120813,0,101220,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101220,208,20201012,120813,12-Oct-2020 12:08:13,ee_alterhb,1
3,15,2,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201012,120813,0,101220,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101220,208,20201012,120813,12-Oct-2020 12:08:13,ee_alterhb,2
3,15,4,6,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201012,120813,0,101220,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101220,208,20201012,120813,12-Oct-2020 12:08:13,ee_alterhb,1
3,15,4,6,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201013,123503,0,101320,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101320,163,20201013,123503,13-Oct-2020 12:35:03,ee_alterhb,1
3,15,2,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201013,123503,0,101320,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101320,163,20201013,123503,13-Oct-2020 12:35:03,ee_alterhb,2
3,15,4,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,NaN,NaN,NaN,NaN,NaN,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201013,123503,0,101320,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101320,163,20201013,123503,13-Oct-2020 12:35:03,ee_alterhb,1
3,15,2,8,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201013,123503,0,101320,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101320,163,20201013,123503,13-Oct-2020 12:35:03,ee_alterhb,2
3,15,4,6,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201014,121103,0,101420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101420,124,20201014,121103,14-Oct-2020 12:11:03,ee_alterhb,1
3,15,2,8,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,8,8,8,8,8,8,8,2,2,8,8,8,2,8,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,4,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201014,121103,0,101420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101420,124,20201014,121103,14-Oct-2020 12:11:03,ee_alterhb,2
3,15,4,6,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201014,121103,0,101420,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101420,124,20201014,121103,14-Oct-2020 12:11:03,ee_alterhb,1
3,15,4,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,1
3,15,2,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,2
3,15,4,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,1
3,15,2,8,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,2,8,2,8,2,8,2,8,2,2,8,2,8,2,NaN,NaN,NaN,NaN,NaN,2,2,2,0,2,0,2,0,2,0,2,0,2,2,0,2,0,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,2
3,15,4,6,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,1
3,15,2,8,3,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,5,5,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,2
3,15,4,6,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,6,4,4,4,4,4,6,4,6,4,4,4,4,6,4,NaN,NaN,NaN,NaN,NaN,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,1
3,15,2,8,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201015,104638,0,101520,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101520,303,20201015,104638,15-Oct-2020 10:46:38,ee_alterhb,2
3,15,4,6,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,1
3,15,2,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,8,8,2,8,2,2,2,2,8,2,8,2,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,2
3,15,4,6,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,1
3,15,2,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,8,2,8,8,8,8,8,2,2,2,8,2,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,2
3,15,4,6,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,1
3,15,2,8,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,2,2,2,2,2,2,2,8,2,2,2,2,2,8,2,NaN,NaN,NaN,NaN,NaN,3,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201016,132250,0,101620,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101620,258,20201016,132250,16-Oct-2020 13:22:50,ee_alterhb,2
3,15,4,6,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,1
3,15,2,8,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,8,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,2
3,15,4,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,1
3,15,2,8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,8,8,2,8,8,8,8,2,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,2
3,15,4,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,1
3,15,2,8,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,2,2,2,8,2,8,8,8,8,8,8,2,8,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201019,142150,0,101920,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/101920,225,20201019,142150,19-Oct-2020 14:21:50,ee_alterhb,2
3,15,4,6,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201020,111223,0,102020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102020,164,20201020,111223,20-Oct-2020 11:12:23,ee_alterhb,1
3,15,2,8,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201020,111223,0,102020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102020,164,20201020,111223,20-Oct-2020 11:12:23,ee_alterhb,2
3,15,4,6,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201020,111223,0,102020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102020,164,20201020,111223,20-Oct-2020 11:12:23,ee_alterhb,1
3,15,2,8,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201020,111223,0,102020,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102020,164,20201020,111223,20-Oct-2020 11:12:23,ee_alterhb,2
3,15,4,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201021,133717,0,102120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102120,230,20201021,133717,21-Oct-2020 13:37:17,ee_alterhb,1
3,15,2,8,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,2,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NaN,NaN,NaN,NaN,NaN,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NaN,NaN,NaN,NaN,NaN,100,100,Game1,20201021,133717,0,102120,Gerald,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Gerald/RawData/102120,230,20201021,133717,21-Oct-2020 13:37:17,ee_alterhb,2
