filename,subjectID,date,time,gameNumber,trueMean_1,trueMean_2,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,timeBanditOn_1,timeBanditOn_2,timeBanditOn_3,timeBanditOn_4,timeBanditOn_5,timeBanditOn_6,timeBanditOn_7,timeBanditOn_8,timeBanditOn_9,timeBanditOn_10,timeKeyPress_1,timeKeyPress_2,timeKeyPress_3,timeKeyPress_4,timeKeyPress_5,timeKeyPress_6,timeKeyPress_7,timeKeyPress_8,timeKeyPress_9,timeKeyPress_10,timeRewardOn_1,timeRewardOn_2,timeRewardOn_3,timeRewardOn_4,timeRewardOn_5,timeRewardOn_6,timeRewardOn_7,timeRewardOn_8,timeRewardOn_9,timeRewardOn_10
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,42,4,2,1,2,2,2,2,2,2,1,1,1,4,2,2,2,2,2,2,4,4,4,4954731.58722817,4954732.45480903,4954732.8047224,4954733.18880709,4954733.62244558,4954734.00616307,4954734.40676898,4954734.92291653,4954735.30795428,4954735.67365528,4954732.15507807,4954732.49846662,4954732.87477263,4954733.29040049,4954733.66655125,4954734.05088982,4954734.57078295,4954734.9462573,4954735.31507597,4954735.72305058,4954732.37170439,4954732.72110788,4954733.1053408,4954733.52269,4954733.88831963,4954734.28973903,4954734.80703888,4954735.19091136,4954735.55835468,4954735.95758376
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,43,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4954737.99422755,4954739.64616557,4954740.12970147,4954740.52905703,4954740.91354432,4954741.34770183,4954741.69805505,4954742.09851639,4954742.53279594,4954742.96574516,4954739.33832388,4954739.818572,4954740.21838647,4954740.61029401,4954740.9942131,4954741.35455351,4954741.74708824,4954742.17096479,4954742.60281979,4954743.05125597,4954739.56197158,4954740.04594565,4954740.44710127,4954740.82933452,4954741.23097267,4954741.58184094,4954741.98174657,4954742.41491895,4954742.84892583,4954743.29957726
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,44,5,5,1,1,2,1,1,1,2,1,1,1,5,5,5,5,5,5,5,5,5,5,4954745.33580718,4954746.65370906,4954747.10387412,4954747.55399275,4954747.92067767,4954748.32173631,4954748.70589373,4954749.22269722,4954749.57330321,4954749.95687163,4954746.35450154,4954746.79519504,4954747.2423014,4954747.61886205,4954747.97865681,4954748.3545054,4954748.86718409,4954749.22636676,4954749.60317886,4954749.97849143,4954746.5698288,4954747.02069096,4954747.47092787,4954747.83802489,4954748.20474946,4954748.58833951,4954749.10650785,4954749.45604576,4954749.83960513,4954750.22373701
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,45,1,1,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954752.42687684,4954753.86173064,4954754.44567002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954753.56241586,4954754.13864774,4954754.46716789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954753.77875188,4954754.36191054,4954754.69526083,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,46,1,4,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954756.2967269,4954757.61591663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954757.20265111,4954757.6663209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954757.53146998,4954757.88220233,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,47,5,3,1,2,2,1,1,2,NaN,NaN,NaN,NaN,5,3,3,5,5,3,NaN,NaN,NaN,NaN,4954759.50121252,4954760.96885037,4954761.41937186,4954761.90277943,4954762.43640055,4954763.42177933,NaN,NaN,NaN,NaN,4954760.67449856,4954761.12227207,4954761.60281898,4954762.10646395,4954763.03496473,4954763.42656798,NaN,NaN,NaN,NaN,4954760.8852981,4954761.3354316,4954761.82056515,4954762.33776177,4954763.30407625,4954763.65617346,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,48,4,1,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954765.2896626,4954766.24118103,4954766.54232019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954765.93119069,4954766.24275367,4954766.81099575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954766.15875914,4954766.4582947,4954767.0420044,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,49,1,4,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954768.67760846,4954769.56249957,4954770.01284133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954769.25858821,4954769.7070965,4954770.32325974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954769.47897412,4954769.92926426,4954770.5471336,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,50,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954772.16486219,4954773.58229651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954773.28232155,4954773.91464553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954773.49990652,4954774.13313056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,51,1,2,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954775.75265619,4954777.03731029,4954777.37098353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954776.73896818,4954777.06698863,4954777.70640894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954776.9532907,4954777.28678597,4954777.93782503,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,52,2,5,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954779.55674639,4954781.84256185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954781.33062886,4954781.95502294,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954781.75871635,4954782.1761253,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,53,5,5,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,4954783.79448262,4954784.97866896,4954785.44647767,4954785.93002383,4954786.64644705,4954787.14780003,4954787.78208172,4954788.36672163,4954788.81628451,4954789.48411341,4954784.68233954,4954785.14698522,4954785.62685632,4954786.33056079,4954786.79450316,4954787.43473682,4954788.01042706,4954788.46676719,4954789.12315203,4954789.53031448,4954784.89610496,4954785.36264484,4954785.84676907,4954786.56410826,4954787.03246555,4954787.6655129,4954788.24911371,4954788.69947652,4954789.3672589,4954789.76725752
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,54,2,5,1,2,1,2,2,2,NaN,NaN,NaN,NaN,2,5,2,5,5,5,NaN,NaN,NaN,NaN,4954792.1874014,4954793.18839056,4954793.73851661,4954794.15620012,4954795.03894554,4954795.57368117,NaN,NaN,NaN,NaN,4954792.88255184,4954793.43455372,4954793.85102736,4954794.73123207,4954795.23508186,4954795.69055428,NaN,NaN,NaN,NaN,4954793.10470773,4954793.65577924,4954794.07278101,4954794.95684836,4954795.45794978,4954795.92419026,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,55,3,1,1,2,1,2,2,1,2,1,2,1,3,1,3,1,1,3,1,3,1,3,4954797.55998703,4954798.6275003,4954799.07802842,4954799.5780441,4954799.91154576,4954800.39659052,4954801.53120778,4954802.2470503,4954802.61505448,4954803.0822896,4954798.32288649,4954798.77917362,4954799.26703554,4954799.58681667,4954800.04284984,4954801.18707497,4954801.89929634,4954802.26630501,4954802.72239678,4954803.21849633,4954798.5443286,4954798.99455316,4954799.49523571,4954799.81216073,4954800.27875315,4954801.41369533,4954802.13132628,4954802.49888376,4954802.96539865,4954803.46597723
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,56,5,5,1,2,2,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4954806.16951135,4954807.16992438,4954807.470957,4954808.2712121,4954808.73789081,4954809.27207231,4954809.65601474,4954810.00668489,4954810.52381369,4954810.89026356,4954806.87438154,4954807.17024982,4954807.96227113,4954808.42675936,4954808.92299072,4954809.29903633,4954809.65859445,4954810.16275819,4954810.53060329,4954810.89826264,4954807.08748632,4954807.38652241,4954808.18820178,4954808.65491832,4954809.15577108,4954809.53944279,4954809.88929089,4954810.40744474,4954810.77467969,4954811.14141971
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,57,1,3,1,2,2,2,2,2,NaN,NaN,NaN,NaN,1,3,3,3,3,3,NaN,NaN,NaN,NaN,4954813.17725857,4954814.26205949,4954814.69545543,4954815.14497584,4954815.61214533,4954816.07966184,NaN,NaN,NaN,NaN,4954813.96285271,4954814.39442206,4954814.83500724,4954815.29066157,4954815.73923478,4954816.09068305,NaN,NaN,NaN,NaN,4954814.17778402,4954814.61174016,4954815.06169681,4954815.51249911,4954815.96364672,4954816.32985399,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,58,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954817.98177979,4954819.03357502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954818.54659887,4954819.16251289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954818.95021659,4954819.3835811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,59,3,2,1,2,1,1,2,2,1,2,1,2,3,2,3,3,2,2,3,2,3,2,4954821.01917511,4954822.00376748,4954822.43689369,4954822.83720828,4954823.25423379,4954823.77212944,4954824.18910085,4954824.55545622,4954824.92319102,4954825.62411654,4954821.69922539,4954822.13860459,4954822.52278542,4954822.93837388,4954823.42698177,4954823.83445209,4954824.21053846,4954824.57084003,4954825.26655678,4954826.17891586,4954821.91949694,4954822.35354425,4954822.75382074,4954823.17117549,4954823.65572129,4954824.07241392,4954824.43929183,4954824.80586403,4954825.5064937,4954826.42437125
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,60,5,3,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954828.51083369,4954829.19445833,4954829.71160609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954828.89032322,4954829.40289778,4954829.82660094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954829.11068664,4954829.62806975,4954830.04561663,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,61,3,5,1,2,2,2,2,1,NaN,NaN,NaN,NaN,3,5,5,5,5,3,NaN,NaN,NaN,NaN,4954831.6970791,4954833.19861552,4954833.54927925,4954834.03352818,4954834.49961317,4954835.2846237,NaN,NaN,NaN,NaN,4954832.89865591,4954833.2429866,4954833.73084273,4954834.18714203,4954834.93081837,4954835.34627199,NaN,NaN,NaN,NaN,4954833.11617393,4954833.46583773,4954833.94923148,4954834.41669935,4954835.16756567,4954835.58540223,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,62,1,4,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954837.25405106,4954838.5213764,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954838.0912083,4954838.60301541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954838.43687918,4954838.82107123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,63,4,2,1,1,2,2,1,1,NaN,NaN,NaN,NaN,4,4,2,2,4,4,NaN,NaN,NaN,NaN,4954840.47319653,4954841.44140542,4954841.87404709,4954842.30921779,4954842.74241851,4954843.12615899,NaN,NaN,NaN,NaN,4954841.13878098,4954841.5623398,4954842.00257523,4954842.41880865,4954842.78703251,4954843.32299127,NaN,NaN,NaN,NaN,4954841.35814851,4954841.79161129,4954842.22527329,4954842.64235877,4954843.00967912,4954843.56028982,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,64,2,2,1,1,2,2,2,1,NaN,NaN,NaN,NaN,2,2,2,2,2,2,NaN,NaN,NaN,NaN,4954845.22917654,4954846.23009427,4954846.63002455,4954846.9798067,4954847.48015283,4954847.86533914,NaN,NaN,NaN,NaN,4954845.92253968,4954846.32275676,4954846.67507061,4954847.178403,4954847.52257204,4954848.0191035,NaN,NaN,NaN,NaN,4954846.14643437,4954846.54701701,4954846.89790003,4954847.39704066,4954847.74878493,4954848.24902158,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,65,5,3,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954849.91777646,4954852.02009101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954851.7230632,4954852.02704929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954851.93679397,4954852.252787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,66,2,3,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954853.9055217,4954855.55729517,4954856.05726596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954855.10671263,4954855.7468924,4954856.09851251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954855.4734613,4954855.97397906,4954856.32469929,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,67,3,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954857.9766015,4954859.06070035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954858.76227188,4954859.11440107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954858.97701418,4954859.34419365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,68,3,5,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954860.99670423,4954861.74715236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954861.44324829,4954861.97027657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954861.66405694,4954862.19700577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,69,5,5,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954863.84952645,4954864.83418688,4954865.30137283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954864.52255135,4954864.99508638,4954865.45899597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954864.75102855,4954865.21750426,4954865.68459468,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,70,5,1,1,1,2,1,1,2,NaN,NaN,NaN,NaN,5,5,1,5,5,1,NaN,NaN,NaN,NaN,4954867.33720081,4954868.22116342,4954868.5381121,4954869.08853165,4954869.53861742,4954870.00565492,NaN,NaN,NaN,NaN,4954867.92306113,4954868.22697002,4954868.77871617,4954869.23508035,4954869.65911303,4954870.15471737,NaN,NaN,NaN,NaN,4954868.13820907,4954868.45449184,4954869.00450976,4954869.45492482,4954869.88957599,4954870.38986003,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,71,5,5,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954872.05895906,4954874.86203322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954874.5631589,4954875.92270886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954874.7772514,4954876.14644843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,72,5,5,1,2,2,2,1,1,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4954877.79871125,4954878.96627994,4954879.41639103,4954879.96746281,4954880.28337319,4954880.80177835,4954881.16816911,4954881.68536763,4954882.08663512,4954882.53657451,4954878.65867326,4954879.11455373,4954879.65891858,4954879.97851216,4954880.45036987,4954880.81101395,4954881.33917778,4954881.73070983,4954882.17126959,4954882.65126392,4954878.8830475,4954879.33312258,4954879.88331417,4954880.19979532,4954880.68549041,4954881.05216122,4954881.56954288,4954881.96856606,4954882.42023529,4954882.88627265
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,73,2,5,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954884.97307632,4954886.07430842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954885.76299225,4954886.77103557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954885.99100587,4954886.99232818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,74,3,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954888.66062533,4954889.76170482,4954890.24495952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954889.45078707,4954889.94659943,4954890.2745525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954889.67826965,4954890.16196058,4954890.49500445,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,75,2,3,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954892.16434328,4954893.26597567,4954893.73233971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954892.96238283,4954893.4351571,4954893.97928538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954893.18167372,4954893.64839676,4954894.19957103,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,76,3,4,1,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954895.8684581,4954897.08617147,4954897.42016613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954896.68245581,4954897.10695758,4954897.57886881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954897.00226476,4954897.33648284,4954897.80323079,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,77,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4954899.47195053,4954900.4568553,4954901.02402859,4954901.4064366,4954901.74023393,4954902.34195217,4954902.90889689,4954903.6594594,4954904.12669844,4954904.54423588,4954900.14659355,4954900.72320064,4954901.09091269,4954901.41850354,4954902.00282114,4954902.56234739,4954903.30650365,4954903.77852084,4954904.19475377,4954904.71469604,4954900.37302539,4954900.93988553,4954901.32329494,4954901.64055965,4954902.22447752,4954902.79231391,4954903.5431617,4954904.01030215,4954904.42742365,4954904.96124867
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,78,4,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954907.39786975,4954908.48161831,4954909.13243723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954908.17120387,4954908.83463509,4954909.25833344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954908.39882752,4954909.04835732,4954909.48296155,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,79,2,3,1,2,1,1,2,2,1,2,2,2,2,3,2,2,3,3,2,3,3,3,4954911.11859888,4954912.05206917,4954912.43566076,4954912.83649961,4954913.22072904,4954913.70491915,4954914.05444628,4954914.60576301,4954915.10562272,4954915.45669081,4954911.75503811,4954912.13124034,4954912.52269004,4954912.9068636,4954913.36304084,4954913.70658476,4954914.25125524,4954914.7551607,4954915.10727768,4954915.46649935,4954911.96901628,4954912.35261907,4954912.75308446,4954913.13716055,4954913.58686418,4954913.93877987,4954914.48896222,4954914.98963733,4954915.34021532,4954915.70735485
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,80,3,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954917.77610186,4954918.82706932,4954919.36082817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954918.53078232,4954919.05876498,4954919.4026257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954918.74364164,4954919.27663463,4954919.62753346,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,81,3,5,1,2,1,2,2,2,1,2,2,2,3,5,3,5,5,5,3,5,5,5,4954924.58325929,4954925.48436941,4954925.86773577,4954926.28465371,4954926.81939979,4954927.46959224,4954927.81967192,4954928.35408801,4954928.82083794,4954929.48879166,4954925.18662521,4954925.5549552,4954925.97054064,4954926.48320731,4954927.11464582,4954927.47436701,4954927.99506631,4954928.45911544,4954929.13903267,4954929.51455658,4954925.40101124,4954925.78551707,4954926.20121753,4954926.71910232,4954927.35290053,4954927.704364,4954928.23721734,4954928.70434453,4954929.37079744,4954929.75598933
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,82,2,1,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954932.24205783,4954933.32631826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954933.02656034,4954933.33124265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954933.24251626,4954933.55936025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,83,3,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954935.24508543,4954936.3796669,4954937.06378445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954936.07437348,4954936.75494781,4954937.13080356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954936.29588952,4954936.98036574,4954937.36411595,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,84,5,2,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954939.01609345,4954940.08379117,4954940.70105051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954939.7787212,4954940.39437175,4954940.84324556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954940.00021543,4954940.61715301,4954941.06763822,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,85,2,2,1,2,1,1,1,1,NaN,NaN,NaN,NaN,2,2,2,2,2,2,NaN,NaN,NaN,NaN,4954942.75351152,4954943.77101411,4954944.1546379,4954944.55511154,4954945.22201905,4954945.68950851,NaN,NaN,NaN,NaN,4954943.47455954,4954943.8423639,4954944.25091623,4954944.8906109,4954945.34723164,4954946.12229735,NaN,NaN,NaN,NaN,4954943.6866461,4954944.0714853,4954944.47142085,4954945.12286514,4954945.57275453,4954946.35772516,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,86,4,3,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954948.07611466,4954949.12735317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954948.81875857,4954949.35484287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954949.04302144,4954949.57676449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,87,3,1,1,2,1,1,2,1,2,1,2,2,3,1,3,3,1,3,1,3,1,1,4954951.27923366,4954952.41418632,4954952.79798259,4954953.18094781,4954953.59823321,4954954.08193269,4954954.61635317,4954955.04978099,4954955.56709941,4954955.98412655,4954952.11458626,4954952.49893794,4954952.87459583,4954953.29064666,4954953.73890162,4954954.26658809,4954954.69858017,4954955.21071205,4954955.63429122,4954956.26673188,4954952.33104509,4954952.71341762,4954953.09853474,4954953.51469977,4954953.96493577,4954954.4997408,4954954.9339399,4954955.45028104,4954955.86655573,4954956.50145889
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,88,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4954959.58860886,4954960.67319916,4954961.39052265,4954961.77395715,4954962.17390319,4954962.55809368,4954963.09228872,4954963.6596204,4954964.14381711,4954964.69373387,4954960.37098426,4954961.08252598,4954961.45872312,4954961.84228261,4954962.20294938,4954962.73896789,4954963.29903417,4954963.78649538,4954964.33061083,4954964.86654521,4954960.58948408,4954961.30686567,4954961.69067655,4954962.07436929,4954962.44184328,4954962.97596394,4954963.54279166,4954964.02698911,4954964.57739543,4954965.11067997
OneShotActive_behavior_128_20191016T140127.mat,128,20191016,14:01:27,89,1,2,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954967.49749788,4954968.48191944,4954969.01556548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954968.17835835,4954968.70649905,4954969.08279928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4954968.39787559,4954968.93204797,4954969.29847454,NaN,NaN,NaN,NaN,NaN,NaN,NaN
