filename,subjectID,date,time,gameNumber,trueMean_1,trueMean_2,choice_1,choice_2,choice_3,choice_4,choice_5,choice_6,choice_7,choice_8,choice_9,choice_10,reward_1,reward_2,reward_3,reward_4,reward_5,reward_6,reward_7,reward_8,reward_9,reward_10,timeBanditOn_1,timeBanditOn_2,timeBanditOn_3,timeBanditOn_4,timeBanditOn_5,timeBanditOn_6,timeBanditOn_7,timeBanditOn_8,timeBanditOn_9,timeBanditOn_10,timeKeyPress_1,timeKeyPress_2,timeKeyPress_3,timeKeyPress_4,timeKeyPress_5,timeKeyPress_6,timeKeyPress_7,timeKeyPress_8,timeKeyPress_9,timeKeyPress_10,timeRewardOn_1,timeRewardOn_2,timeRewardOn_3,timeRewardOn_4,timeRewardOn_5,timeRewardOn_6,timeRewardOn_7,timeRewardOn_8,timeRewardOn_9,timeRewardOn_10
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,51,1,5,2,1,2,2,2,2,NaN,NaN,NaN,NaN,5,1,5,5,5,5,NaN,NaN,NaN,NaN,4263891.71346653,4263892.5633685,4263893.41540928,4263894.1321691,4263894.69914626,4263895.08380432,NaN,NaN,NaN,NaN,4263892.25757687,4263893.10560102,4263893.81779553,4263894.38602522,4263894.73804539,4263895.08990547,NaN,NaN,NaN,NaN,4263892.48094252,4263893.3315305,4263894.04932583,4263894.61617673,4263894.96596071,4263895.31676466,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,52,2,5,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263896.9024082,4263898.50433974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263898.20155708,4263899.03380813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263898.42076357,4263899.25468329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,53,1,1,2,1,2,2,2,2,NaN,NaN,NaN,NaN,1,1,1,1,1,1,NaN,NaN,NaN,NaN,4263900.82348307,4263903.74397672,4263904.71099613,4263905.56196425,4263905.97893154,4263906.37959301,NaN,NaN,NaN,NaN,4263903.43432357,4263904.40954841,4263905.25833434,4263905.65763216,4263906.03436636,4263906.89791026,NaN,NaN,NaN,NaN,4263903.65872224,4263904.62655944,4263905.47788188,4263905.87928185,4263906.26237429,4263907.12967814,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,54,1,3,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263908.71568548,4263909.61658239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263909.31416089,4263910.13807292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263909.53346073,4263910.36706556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,55,3,1,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263911.9352584,4263913.23716146,4263914.23753065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263912.93036365,4263913.93834827,4263914.68156054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263913.15360684,4263914.15401697,4263914.90495104,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,56,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263916.49073323,4263917.49194335,4263918.35937361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263917.19430056,4263918.05793318,4263919.21777429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263917.40790478,4263918.27540985,4263919.44377729,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,57,2,5,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263921.01243811,4263922.78109146,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263922.47440354,4263927.55375492,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263922.69711189,4263927.76890821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,58,1,5,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4263929.35497169,4263930.33937207,4263931.19041546,4263931.55663148,4263931.90618407,4263932.29117533,4263932.69170604,4263933.05844355,4263933.4752046,4263933.89266047,4263930.042174,4263930.88974395,4263931.24999755,4263931.59386132,4263931.94654615,4263932.34560589,4263932.71423505,4263933.12179243,4263933.53007549,4263933.9623906,4263930.25609608,4263931.10614356,4263931.47349633,4263931.82369623,4263932.17418899,4263932.5752611,4263932.94255083,4263933.35884188,4263933.77629794,4263934.21036626
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,59,4,5,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263936.29612459,4263940.45046918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263940.15398264,4263941.17790643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263940.36682045,4263941.40093966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,60,3,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263942.98661984,4263943.90444683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263943.59406952,4263944.61764684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263943.82043673,4263944.83801894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,61,4,4,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4263946.42377492,4263947.35763082,4263948.12571487,4263948.9423735,4263949.37537524,4263949.79366845,4263950.21127816,4263950.66196861,4263951.04512369,4263951.4622399,4263947.05799282,4263947.8181401,4263948.64204367,4263949.05852413,4263949.45035172,4263949.86577604,4263950.30581431,4263950.68989475,4263951.1137912,4263951.5056735,4263947.27391217,4263948.0416306,4263948.85931615,4263949.2930912,4263949.67722001,4263950.09334401,4263950.5444337,4263950.929063,4263951.34562015,4263951.74638498
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,62,1,5,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263954.34918447,4263955.36698519,4263956.21730089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263955.0583411,4263955.905784,4263956.71409268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263955.28290537,4263956.13397712,4263956.93503352,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,63,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4263958.52068969,4263959.65461152,4263960.48921987,4263960.93942455,4263961.53927733,4263961.95613889,4263962.57340893,4263962.92491358,4263963.3091576,4263964.07549989,4263959.34623593,4263960.18598264,4263960.6264544,4263961.22561505,4263961.61783494,4263962.21857042,4263962.57815624,4263962.96232162,4263963.71398825,4263964.48249238,4263959.57137929,4263960.40614368,4263960.85590385,4263961.45636672,4263961.83939441,4263962.45777368,4263962.80877462,4263963.19180362,4263963.95984938,4263964.7270617
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,64,1,3,2,1,2,2,2,2,NaN,NaN,NaN,NaN,3,1,3,3,3,3,NaN,NaN,NaN,NaN,4263966.813049,4263968.58137445,4263969.76602762,4263970.61710779,4263970.96631219,4263971.3337664,NaN,NaN,NaN,NaN,4263968.27375256,4263969.45752145,4263970.30629878,4263970.65015176,4263970.98633751,4263971.6575775,NaN,NaN,NaN,NaN,4263968.49834961,4263969.68278256,4263970.53335817,4263970.88367503,4263971.21769766,4263971.88466791,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,65,4,3,2,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4263973.50313633,4263974.70506455,4263975.38855445,4263976.15613563,4263976.67258003,4263977.30708614,4263977.89190393,4263978.40926869,4263979.17622994,4263979.79288301,4263974.40158845,4263975.09013909,4263975.84165784,4263976.36238992,4263976.96204668,4263977.53853201,4263978.04965335,4263978.82593073,4263979.44242684,4263982.27378639,4263974.62122303,4263975.30478788,4263976.07341771,4263976.59028355,4263977.19118926,4263977.77517079,4263978.29184691,4263979.05938264,4263979.67664992,4263982.51378353
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,66,4,5,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263984.74939829,4263985.95053355,4263986.85157457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263985.6503878,4263986.55361064,4263986.9464999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263985.86698552,4263986.76743706,4263987.16820269,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,67,5,4,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263988.7704298,4263991.02287277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263990.72249113,4263991.82656188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263990.9397899,4263992.05776875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,68,1,5,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263993.65853034,4263995.57804088,4263996.44489904,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263995.27443202,4263996.14554251,4263996.54572689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4263995.49485007,4263996.36200044,4263996.76170672,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,69,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4263998.36439992,4263999.31555623,4264000.2830853,4264001.08416012,4264001.46707131,4264001.85123405,4264002.83560905,4264004.13694744,4264006.20622392,4264006.85581389,4263999.01789392,4263999.98584434,4264000.76975195,4264001.15377076,4264001.50647002,4264002.48218377,4264003.79371401,4264005.85041696,4264006.50581111,4264007.2503146,4263999.23145326,4264000.19888329,4264001.00022497,4264001.38396743,4264001.7342477,4264002.71872738,4264004.01981663,4264006.0893155,4264006.73987243,4264007.49134877
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,70,1,3,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264009.99390463,4264011.29546987,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264010.98556672,4264011.99422165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264011.21195523,4264012.21300754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,71,5,5,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,4264013.81423056,4264017.03461092,4264018.43646409,4264018.75348496,4264019.103094,4264019.53761324,4264019.95475961,4264020.35495415,4264020.73898389,4264021.17285042,4264016.73849284,4264018.12191591,4264018.44976692,4264018.79377156,4264019.18614955,4264019.60158227,4264020.00970187,4264020.37786765,4264020.81807747,4264021.34655754,4264016.95127359,4264018.35251781,4264018.66956033,4264019.02045606,4264019.4205926,4264019.83825999,4264020.23762076,4264020.62207462,4264021.0557743,4264021.58966635
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,72,5,3,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264024.0930123,4264025.07725018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264024.77042714,4264025.63406805,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264024.993531,4264025.8617475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,73,1,3,2,1,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,3,4264027.47984375,4264029.54886511,4264030.34883376,4264031.20059435,4264031.51649533,4264032.15114615,4264032.85207241,4264033.30271942,4264033.75324325,4264034.23634802,4264029.2419315,4264030.04960165,4264030.8982152,4264031.20215778,4264031.80245365,4264032.4980632,4264032.94639515,4264033.39367864,4264033.88208532,4264034.34630539,4264029.46533322,4264030.26543342,4264031.11689545,4264031.43423618,4264032.03422999,4264032.73588508,4264033.18606798,4264033.63615234,4264034.12073282,4264034.58739941
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,74,5,4,2,1,2,1,1,1,NaN,NaN,NaN,NaN,4,5,4,5,5,5,NaN,NaN,NaN,NaN,4264036.77332569,4264038.99259053,4264040.34396876,4264040.82752368,4264041.41110339,4264041.8946826,NaN,NaN,NaN,NaN,4264038.68229507,4264040.03414557,4264040.52177624,4264041.09795706,4264041.5616559,4264042.08181072,NaN,NaN,NaN,NaN,4264038.90912594,4264040.26029359,4264040.74405587,4264041.32805919,4264041.79501533,4264042.31245143,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,75,3,5,2,2,2,2,2,2,NaN,NaN,NaN,NaN,5,5,5,5,5,5,NaN,NaN,NaN,NaN,4264043.94815913,4264045.48303321,4264046.48414478,4264046.85108675,4264047.53382618,4264047.91807117,NaN,NaN,NaN,NaN,4264045.17820257,4264046.17761397,4264046.54648366,4264047.20988045,4264047.57779982,4264048.01777569,NaN,NaN,NaN,NaN,4264045.39945319,4264046.40070428,4264046.76755613,4264047.43535113,4264047.80117244,4264048.25206065,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,76,1,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264049.88765748,4264051.6729872,4264052.50697932,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264051.37784052,4264052.19424674,4264053.00226347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264051.58898436,4264052.42422143,4264053.22410484,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,77,5,4,2,1,1,1,1,1,NaN,NaN,NaN,NaN,4,5,5,5,5,5,NaN,NaN,NaN,NaN,4264055.07708729,4264056.12807834,4264056.99563113,4264057.9300997,4264058.37952911,4264059.36555007,NaN,NaN,NaN,NaN,4264055.82593039,4264056.68210002,4264057.6264813,4264058.07421671,4264059.01825094,4264059.92234758,NaN,NaN,NaN,NaN,4264056.04408884,4264056.91136096,4264057.84610918,4264058.29674603,4264059.24811033,4264060.14882794,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,78,1,3,2,1,2,2,2,2,NaN,NaN,NaN,NaN,3,1,3,3,3,3,NaN,NaN,NaN,NaN,4264061.80101528,4264062.8690447,4264064.40339273,4264065.17072464,4264065.63698225,4264066.08929166,NaN,NaN,NaN,NaN,4264062.5697093,4264064.1055949,4264064.85818311,4264065.32177868,4264065.74554386,4264066.16977434,NaN,NaN,NaN,NaN,4264062.78539068,4264064.32064788,4264065.08751713,4264065.55476513,4264065.97175965,4264066.40591573,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,79,5,4,2,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,4264068.05794311,4264069.12583285,4264070.04329633,4264070.81084463,4264071.26003691,4264071.72833333,4264072.11253651,4264072.52918666,4264073.03059686,4264073.5472291,4264068.82605487,4264069.73758444,4264070.50655561,4264070.92968017,4264071.37797511,4264071.77002646,4264072.18592243,4264072.67435086,4264073.19450523,4264073.71355444,4264069.04181634,4264069.95966714,4264070.72665309,4264071.16157494,4264071.61152959,4264071.99511785,4264072.41217712,4264072.91329752,4264073.43082068,4264073.94680001
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,80,1,3,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264076.36658954,4264082.67316187,4264083.75816462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264082.37844905,4264083.44957626,4264084.49786917,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264082.59014471,4264083.67497284,4264084.72654211,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,81,5,5,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264100.41047966,4264102.17898402,4264103.59697842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264101.88180801,4264103.29772061,4264103.64257572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264102.09490668,4264103.51379936,4264103.86352733,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,82,3,1,2,1,1,1,1,1,NaN,NaN,NaN,NaN,1,3,3,3,3,3,NaN,NaN,NaN,NaN,4264105.49957836,4264106.93445512,4264107.7351124,4264108.5017651,4264108.9856819,4264109.50343452,NaN,NaN,NaN,NaN,4264106.62639374,4264107.43370581,4264108.20207355,4264108.68218483,4264109.15361188,4264110.08245845,NaN,NaN,NaN,NaN,4264106.85064117,4264107.65115035,4264108.41860969,4264108.90221588,4264109.38645576,4264110.3205641,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,83,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4264111.98970392,4264113.24113734,4264114.14218409,4264114.72535816,4264115.39225396,4264116.01091796,4264116.41090085,4264116.8120068,4264117.26213607,4264117.72883906,4264112.93842682,4264113.83395423,4264114.41764508,4264115.08208878,4264115.65774906,4264116.06608503,4264116.45854433,4264116.90590428,4264117.37754859,4264117.92964415,4264113.15724445,4264114.05892938,4264114.64201375,4264115.30977784,4264115.89394817,4264116.29457453,4264116.69466762,4264117.14479904,4264117.61275858,4264118.17962609
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,84,2,1,2,1,1,2,1,1,NaN,NaN,NaN,NaN,1,2,2,1,2,2,NaN,NaN,NaN,NaN,4264120.38236981,4264122.51815531,4264123.36897888,4264124.16900733,4264124.65396414,4264125.33776943,NaN,NaN,NaN,NaN,4264122.21003442,4264123.06569863,4264123.86567564,4264124.33030438,4264124.99411128,4264125.68984616,NaN,NaN,NaN,NaN,4264122.4347207,4264123.28490573,4264124.08562303,4264124.55394902,4264125.22034918,4264125.92182997,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,85,3,5,2,1,2,2,2,2,NaN,NaN,NaN,NaN,5,3,5,5,5,5,NaN,NaN,NaN,NaN,4264127.59044573,4264128.79155705,4264130.07571661,4264130.92735617,4264131.26033739,4264131.66149762,NaN,NaN,NaN,NaN,4264128.48195833,4264129.7700308,4264130.61851187,4264130.94601207,4264131.32224578,4264131.72200266,NaN,NaN,NaN,NaN,4264128.70836965,4264129.99248441,4264130.84352378,4264131.17698601,4264131.5434462,4264131.96175736,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,86,5,4,2,1,1,1,1,1,NaN,NaN,NaN,NaN,4,5,5,5,5,5,NaN,NaN,NaN,NaN,4264133.63023224,4264134.68137851,4264135.44883434,4264136.28308247,4264136.66557564,4264137.08314194,NaN,NaN,NaN,NaN,4264134.3781593,4264135.14580834,4264135.96965119,4264136.3379837,4264136.72964726,4264137.1696729,NaN,NaN,NaN,NaN,4264134.59762861,4264135.36541994,4264136.19974606,4264136.56653579,4264136.9671661,4264137.40110861,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,87,5,3,2,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,5,5,4264139.06972183,4264142.95680486,4264144.35887434,4264145.24305315,4264145.7262324,4264146.32742779,4264147.6292528,4264148.21344864,4264148.76274827,4264149.31426693,4264142.65809406,4264144.05018566,4264144.9378159,4264145.41018657,4264145.98572125,4264147.28186072,4264147.85805719,4264148.41850658,4264148.9620536,4264149.51357515,4264142.87323799,4264144.27535073,4264145.15910476,4264145.64269884,4264146.21003895,4264147.51258569,4264148.09603491,4264148.64664362,4264149.19694976,4264149.74682105
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,88,4,3,2,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4264152.45103518,4264153.86889326,4264154.72027321,4264155.57115759,4264156.10372042,4264157.55671836,4264158.8416695,4264159.4584862,4264161.41096763,4264161.89418243,4264153.5625346,4264154.41790749,4264155.25836625,4264155.80168806,4264157.21839471,4264158.489526,4264159.1055606,4264161.05762208,4264161.53811164,4264162.57831612,4264153.78613652,4264154.63611293,4264155.48709355,4264156.02095492,4264157.43894512,4264158.72421793,4264159.34220619,4264161.29371317,4264161.7774305,4264162.81285127
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,89,2,4,2,1,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4264165.21516797,4264166.41650073,4264167.50065697,4264168.33512593,4264168.83465322,4264169.61935268,4264170.18745808,4264171.25475975,4264171.83861915,4264174.19129022,4264166.10559363,4264167.20202021,4264168.03358947,4264168.52234451,4264169.27431067,4264169.83407938,4264170.89816185,4264171.48998819,4264173.83373955,4264174.40205418,4264166.33298422,4264167.41710456,4264168.25137114,4264168.75168158,4264169.50281214,4264170.06961112,4264171.13845893,4264171.72297182,4264174.075016,4264174.64241853
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,90,2,4,2,1,2,2,2,2,2,2,2,2,4,2,4,4,4,4,4,4,4,4,4264177.47871909,4264181.08266842,4264184.73668536,4264185.57078664,4264185.92101568,4264186.43850387,4264187.30568183,4264187.99040849,4264188.45715016,4264188.89036001,4264180.77782166,4264184.43446785,4264185.26586651,4264185.59373035,4264186.09766193,4264186.96229594,4264187.64160924,4264188.09841571,4264188.53012392,4264189.04164008,4264180.99896636,4264184.65277456,4264185.48661552,4264185.82049626,4264186.32083531,4264187.18803197,4264187.87283895,4264188.34055564,4264188.77412182,4264189.29147099
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,91,5,3,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264191.57765019,4264194.29729085,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264193.98611533,4264194.98644719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264194.2134523,4264195.2149412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,92,3,2,2,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264196.88341165,4264197.75104414,4264198.50163595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264197.44160332,4264198.19380276,4264199.09046586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264197.66695427,4264198.41757915,4264199.31891186,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,93,2,2,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264200.98802577,4264202.28902582,4264203.25703598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264201.97851274,4264202.94589372,4264204.52229854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264202.20560275,4264203.17394711,4264204.74153475,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,94,4,3,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264206.42740035,4264207.54526235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264207.24189695,4264209.43423662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264207.46136693,4264209.66424578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,95,3,2,2,1,1,1,1,1,NaN,NaN,NaN,NaN,2,3,3,3,3,3,NaN,NaN,NaN,NaN,4264211.34951055,4264213.75209048,4264214.75264341,4264215.53738547,4264216.12052254,4264217.8063259,NaN,NaN,NaN,NaN,4264213.4496325,4264214.4421042,4264215.23418823,4264215.81834586,4264217.45835201,4264218.75379715,NaN,NaN,NaN,NaN,4264213.66800689,4264214.66974989,4264215.45288036,4264216.03656849,4264217.68962072,4264218.99117762,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,96,5,5,2,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264220.69255762,4264224.96384746,4264226.79976936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264224.6660869,4264226.49778178,4264227.85826598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264224.88089016,4264226.71641396,4264228.08370402,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OneShotActive_behavior_107_20191008T140522.mat,107,20191008,14:05:22,97,3,2,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264229.76976723,4264231.12091162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264230.82578237,4264231.93767327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4264231.03708444,4264232.15621694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
