time,x,y,chuckID,frate,duration,stuckdurs,stucktimes,filename,folderdate,foldersession,rat,foldername
578091073,305,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091253,314,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091314,315,214,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091374,312,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091434,316,215,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091494,319,214,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091555,315,213,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091615,317,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091735,315,213,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091795,312,212,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091855,314,213,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091915,319,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578091976,313,216,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578092156,310,212,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578092216,306,212,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578092277,304,210,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
578092336,300,208,1,16.5249413369413,100.048766666667,26.1957561304999,54.113,TrackData.txt,92520,,Twenty,/Users/wang/WANG/Lab/Lab_Fellous/RawData_RatExploration/Exploration_Twenty/RawData/092520
